device_id,device_info,device_os,device_browser,device_screen,device_type
D006849,Trident/7.0,Windows 7,ie 11.0 for desktop,1600x900,desktop
D006850,Trident/7.0,Windows 7,ie 11.0 for desktop,1679x1049,desktop
D006851,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1049,desktop
D006852,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050,desktop
D006853,Trident/7.0,Windows 7,ie 11.0 for desktop,1912x1025,desktop
D006854,Trident/7.0,Windows 7,ie 11.0 for desktop,1919x1079,desktop
D006855,Trident/7.0,Windows 7,ie 11.0 for desktop,1919x1080,desktop
D006856,Trident/7.0,Windows 7,ie 11.0 for desktop,1919x1200,desktop
D006857,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1018,desktop
D006858,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1079,desktop
D006859,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080,desktop
D006860,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1200,desktop
D006861,Trident/7.0,Windows 7,ie 11.0 for desktop,2559x1439,desktop
D006862,Trident/7.0,Windows 7,ie 11.0 for desktop,2560x1080,desktop
D006863,Trident/7.0,Windows 7,ie 11.0 for desktop,2560x1440,desktop
D006864,Trident/7.0,Windows 7,ie 11.0 for desktop,3360x1050,desktop
D006865,Trident/7.0,Windows 7,ie 11.0 for desktop,3440x1440,desktop
D006866,Trident/7.0,Windows 8,ie 11.0 for desktop,1600x900,desktop
D006867,Trident/7.0,Windows 8,ie 11.0 for desktop,1920x1080,desktop
D006868,Trident/7.0,Windows 8.1,Microsoft/Windows,,mobile
D006869,Trident/7.0,Windows 8.1,Microsoft/Windows,1366x768,mobile
D006870,Trident/7.0,Windows 8.1,Microsoft/Windows,1920x1080,mobile
D006871,Trident/7.0,Windows 8.1,ie 11.0 for desktop,,desktop
D006872,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1024x767,desktop
D006873,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1024x768,desktop
D006874,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1280x1024,desktop
D006875,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1280x720,desktop
D006876,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1359x768,desktop
D006877,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1360x768,desktop
D006878,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1365x768,desktop
D006879,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1366x767,desktop
D006880,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1366x768,desktop
D006881,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1440x900,desktop
D006882,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1600x900,desktop
D006883,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1680x1050,desktop
D006884,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1919x1080,desktop
D006885,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1920x1080,desktop
D006886,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1920x1200,desktop
D006887,Trident/7.0,Windows 8.1,ie 11.0 for desktop,2160x1440,desktop
D006888,Trident/7.0,Windows 8.1,ie 11.0 for desktop,3840x2160,desktop
D006889,Trident/7.0,Windows 8.1,ie 11.0 for tablet,1366x767,desktop
D006890,Trident/7.0,Windows 8.1,ie 11.0 for tablet,1366x768,desktop
D006891,Trident/7.0,Windows 8.1,ie 11.0 for tablet,1600x899,desktop
D006892,Trident/7.0,Windows 8.1,ie 11.0 for tablet,1919x1079,desktop
D006893,Trident/7.0,Windows 8.1,ie 11.0 for tablet,1920x1080,desktop
D006894,Trident/7.0,Windows 8.1,ie 11.0 for tablet,2160x1440,desktop
D006895,Trident/7.0,Windows 8.1,ie,1920x1080,mobile
D006896,Trident/7.0,func,ie 11.0 for desktop,1366x768,desktop
D006897,Trident/7.0,other,Nokia/Lumia,,mobile
D006898,Turbo C5 Build/LMY47I,,chrome 59.0 for android,,mobile
D006899,Turbo C5 Build/LMY47I,,chrome 63.0 for android,,mobile
D006900,Turbo C5 Build/LMY47I,,chrome 64.0 for android,,mobile
D006901,U FEEL LITE Build/MRA58K,,chrome 63.0 for android,,mobile
D006902,U,,chrome 63.0 for android,,mobile
D006903,U,,chrome 64.0 for android,,mobile
D006904,UL40,Android 7.1.1,chrome generic for android,801x480,mobile
D006905,V.40R,,chrome 62.0 for android,,mobile
D006906,V502015,,Cherry,,mobile
D006907,VFD,Android 6.0,chrome 61.0 for android,,mobile
D006908,VK700 Build/LRX22G,Android 5.0.2,chrome 53.0 for android,1280x800,mobile
D006909,VK700 Build/LRX22G,Android 5.0.2,chrome 66.0 for android,1280x800,mobile
D006910,VK810,Android 5.0.2,chrome 62.0 for android,1920x1200,mobile
D006911,VK815,Android 6.0,chrome 64.0 for android,1920x1200,mobile
D006912,VKY-L09 Build/HUAWEIVKY-L09,,chrome 63.0 for android,,mobile
D006913,VKY-L09 Build/HUAWEIVKY-L09,,chrome 65.0 for android,,mobile
D006914,VKY-L09 Build/HUAWEIVKY-L09,,chrome 66.0 for android,,mobile
D006915,VKY-L09 Build/HUAWEIVKY-L09,,chrome generic for android,,mobile
D006916,VS425,Android 6.0.1,chrome 66.0 for android,855x480,mobile
D006917,VS425,Android 6.0.1,chrome generic for android,855x480,mobile
D006918,VS425PP Build/LMY47V,,chrome 50.0 for android,,mobile
D006919,VS425PP Build/LMY47V,,chrome 63.0 for android,,mobile
D006920,VS425PP Build/LMY47V,,chrome 64.0 for android,,mobile
D006921,VS425PP Build/LMY47V,Android 5.1.1,android browser 4.0,855x480,mobile
D006922,VS425PP Build/LMY47V,Android 5.1.1,chrome 50.0 for android,855x480,mobile
D006923,VS425PP Build/LMY47V,Android 5.1.1,chrome generic,855x480,mobile
D006924,VS500,Android 7.0,android webview 4.0,1280x720,mobile
D006925,VS501 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720,mobile
D006926,VS501 Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720,mobile
D006927,VS501 Build/NRD90U,Android 7.0,chrome 66.0 for android,1280x720,mobile
D006928,VS5012 Build/NRD90M,,chrome 64.0 for android,,mobile
D006929,VS5012 Build/NRD90M,,chrome 65.0 for android,,mobile
D006930,VS5012 Build/NRD90M,,chrome generic for android,,mobile
D006931,VS820,Android 5.1.1,chrome 61.0 for android,855x480,mobile
D006932,VS835,Android 7.0,chrome 62.0 for android,1280x720,mobile
D006933,VS880,Android 5.1.1,chrome 59.0 for android,1280x720,mobile
D006934,VS880PP,Android 5.1.1,chrome 56.0 for android,1280x720,mobile
D006935,VS980 4G Build/LRX22G,Android 5.0.2,chrome 63.0 for android,1920x1080,mobile
D006936,VS985,Android 6.0,chrome 55.0 for android,2560x1440,mobile
D006937,VS985,Android 6.0,chrome 63.0 for android,2560x1440,mobile
D006938,VS986 Build/MRA58K,Android 6.0,chrome 55.0 for android,2560x1440,mobile
D006939,VS986 Build/MRA58K,Android 6.0,chrome 63.0 for android,2560x1440,mobile
D006940,VS986 Build/MRA58K,Android 6.0,chrome 65.0 for android,2560x1440,mobile
D006941,VS986 Build/MRA58K,Android 6.0,chrome 66.0 for android,2560x1440,mobile
D006942,VS987 Build/NRD90U,,chrome 63.0 for android,,mobile
D006943,VS987 Build/NRD90U,Android 7.0,android webview 4.0,2560x1440,mobile
D006944,VS987 Build/NRD90U,Android 7.0,chrome 55.0 for android,2560x1440,mobile
D006945,VS987 Build/NRD90U,Android 7.0,chrome 62.0 for android,2560x1440,mobile
D006946,VS987 Build/NRD90U,Android 7.0,chrome 63.0 for android,2560x1440,mobile
D006947,VS987 Build/NRD90U,Android 7.0,chrome 64.0 for android,,mobile
D006948,VS987 Build/NRD90U,Android 7.0,chrome 64.0 for android,2560x1440,mobile
D006949,VS987 Build/NRD90U,Android 7.0,chrome 65.0 for android,2560x1440,mobile
D006950,VS988 Build/NRD90U,Android 7.0,chrome 56.0 for android,2672x1440,mobile
D006951,VS988 Build/NRD90U,Android 7.0,chrome 60.0 for android,2672x1440,mobile
D006952,VS988 Build/NRD90U,Android 7.0,chrome 62.0 for android,2672x1440,mobile
D006953,VS988 Build/NRD90U,Android 7.0,chrome 63.0 for android,2672x1440,mobile
D006954,VS988 Build/NRD90U,Android 7.0,chrome 64.0 for android,2672x1440,mobile
D006955,VS988 Build/NRD90U,Android 7.0,chrome 65.0 for android,2672x1440,mobile
D006956,VS988 Build/NRD90U,Android 7.0,chrome 66.0 for android,2672x1440,mobile
D006957,VS988 Build/NRD90U,Android 7.0,chrome generic for android,2672x1440,mobile
D006958,VS990 Build/MRA58K,Android 6.0,chrome 61.0 for android,2560x1440,mobile
D006959,VS990 Build/MRA58K,Android 6.0,chrome 63.0 for android,2560x1440,mobile
D006960,VS990 Build/MRA58K,Android 6.0,chrome 64.0 for android,2560x1440,mobile
D006961,VS995 Build/NRD90M,,chrome 62.0 for android,,mobile
D006962,VS995 Build/NRD90M,,chrome 63.0 for android,,mobile
D006963,VS995 Build/NRD90M,,chrome 64.0 for android,,mobile
D006964,VS995 Build/NRD90M,,chrome 65.0 for android,,mobile
D006965,VS995 Build/NRD90M,,chrome 66.0 for android,,mobile
D006966,VS995 Build/NRD90M,Android 7.0,android webview 4.0,2560x1440,mobile
D006967,VS995 Build/NRD90M,Android 7.0,chrome 59.0 for android,2560x1440,mobile
D006968,VS995 Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,mobile
D006969,VS995 Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
D006970,VS995 Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
D006971,VS995 Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
D006972,VS995 Build/NRD90M,Android 7.0,chrome 65.0 for android,2560x1440,mobile
D006973,VS996 Build/OPR1.170623.026,Android 8.0.0,,2880x1440,mobile
D006974,VS996,,chrome 63.0 for android,,mobile
D006975,VS996,Android 7.1.2,chrome 62.0 for android,2880x1440,mobile
D006976,VS996,Android 7.1.2,chrome 63.0 for android,2880x1440,mobile
D006977,VS996,Android 7.1.2,other,2880x1440,mobile
D006978,VT0701A08,,chrome 64.0 for android,,mobile
D006979,VTR-AL00 Build/HUAWEIVTR-AL00,,android browser 4.0,,mobile
D006980,VTR-L09 Build/HUAWEIVTR-L09,,chrome 63.0 for android,,mobile
D006981,VTR-L09 Build/HUAWEIVTR-L09,,chrome 64.0 for android,,mobile
D006982,VTR-L09 Build/HUAWEIVTR-L09,,chrome 65.0 for android,,mobile
D006983,VTR-L09 Build/HUAWEIVTR-L09,,chrome 66.0 for android,,mobile
D006984,VTR-L09 Build/HUAWEIVTR-L09,,chrome generic for android,,mobile
D006985,VTR-L29,,chrome 55.0 for android,,mobile
D006986,VTR-L29,,chrome 63.0 for android,,mobile
D006987,Venue,Android 5.0.2,chrome 63.0 for android,1280x800,mobile
D006988,VerykoolS5030,,chrome 61.0 for android,,mobile
D006989,Vivo,,chrome 61.0 for android,,mobile
D006990,Vivo,,chrome 63.0 for android,,mobile
D006991,Vivo,,chrome 64.0 for android,,mobile
D006992,Vivo,Android 6.0,chrome 63.0 for android,1280x720,mobile
D006993,Vivo,Android 7.0,chrome 63.0 for android,1920x1080,mobile
D006994,WAS-L03T Build/HUAWEIWAS-L03T,,chrome 63.0 for android,,mobile
D006995,WAS-L03T Build/HUAWEIWAS-L03T,,chrome generic for android,,mobile
D006996,WAS-LX1 Build/HUAWEIWAS-LX1,,chrome 65.0 for android,,mobile
D006997,WAS-LX1 Build/HUAWEIWAS-LX1,,chrome 66.0 for android,,mobile
D006998,WAS-LX1A Build/HUAWEIWAS-LX1A,,chrome 63.0 for android,,mobile
D006999,WAS-LX1A Build/HUAWEIWAS-LX1A,,chrome 64.0 for android,,mobile
D007000,WAS-LX1A Build/HUAWEIWAS-LX1A,,chrome 65.0 for android,,mobile
D007001,WAS-LX1A Build/HUAWEIWAS-LX1A,,chrome 66.0 for android,,mobile
D007002,WAS-LX2J,,chrome 65.0 for android,,mobile
D007003,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 61.0 for android,,mobile
D007004,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 62.0 for android,,mobile
D007005,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 63.0 for android,,mobile
D007006,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 64.0 for android,,mobile
D007007,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 65.0 for android,,mobile
D007008,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 66.0 for android,,mobile
D007009,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome generic for android,,mobile
D007010,WAS-LX3 Build/HUAWEIWAS-LX3,,other,,mobile
D007011,WAS-TL10 Build/HUAWEIWAS-TL10,,chrome generic for android,,mobile
D007012,WOW64,Windows 7,ie 11.0 for desktop,1680x1050,desktop
D007013,WOW64,Windows 8.1,ie 11.0 for desktop,1440x900,desktop
D007014,Wileyfox,,chrome 63.0 for android,,mobile
D007015,Win64,Windows 10,,,desktop
D007016,Win64,Windows 10,edge 14.0,,desktop
D007017,Windows NT 6.1,,ie,,desktop
D007018,Windows NT 6.1,Windows 7,ie 11.0 for desktop,1371x857,desktop
D007019,Windows NT 6.1,Windows 7,ie 11.0 for desktop,1422x889,desktop
D007020,Windows NT 6.1,Windows 7,ie,1239x697,desktop
D007021,Windows NT 6.1,Windows 7,ie,1280x1024,desktop
D007022,Windows NT 6.1,Windows 7,ie,1280x720,desktop
D007023,Windows NT 6.1,Windows 7,ie,1280x768,desktop
D007024,Windows NT 6.1,Windows 7,ie,1366x768,desktop
D007025,Windows NT 6.1,Windows 7,ie,1371x857,desktop
D007026,Windows NT 6.1,Windows 7,ie,1440x900,desktop
D007027,Windows NT 6.1,Windows 7,ie,1536x864,desktop
D007028,Windows NT 6.1,Windows 7,ie,1684x947,desktop
D007029,Windows NT 6.1,Windows 7,ie,1920x1080,desktop
D007030,Windows NT 6.1,Windows 7,ie,1920x1200,desktop
D007031,Windows NT 6.1,Windows 7,ie,2048x1152,desktop
D007032,Windows NT 6.2,,ie,,desktop
D007033,Windows NT 6.2,Windows 8,ie,1138x640,desktop
D007034,Windows NT 6.2,Windows 8,ie,1600x900,desktop
D007035,Windows,,chrome 55.0,,desktop
D007036,Windows,,chrome 56.0,,desktop
D007037,Windows,,chrome 57.0,,desktop
D007038,Windows,,chrome 58.0,,desktop
D007039,Windows,,chrome 59.0,,desktop
D007040,Windows,,chrome 60.0,,desktop
D007041,Windows,,chrome 61.0,,desktop
D007042,Windows,,chrome 62.0,,desktop
D007043,Windows,,chrome 63.0,,desktop
D007044,Windows,,chrome 63.0,1600x900,desktop
D007045,Windows,,chrome 64.0,,desktop
D007046,Windows,,chrome 65.0,,desktop
D007047,Windows,,chrome 66.0,,desktop
D007048,Windows,,chrome 67.0,,desktop
D007049,Windows,,chrome generic,,desktop
D007050,Windows,,chrome,,desktop
D007051,Windows,,edge 13.0,,desktop
D007052,Windows,,edge 14.0,,desktop
D007053,Windows,,edge 15.0,,desktop
D007054,Windows,,edge 16.0,,desktop
D007055,Windows,,edge 17.0,,desktop
D007056,Windows,,edge,,desktop
D007057,Windows,,firefox 47.0,,desktop
D007058,Windows,,firefox 52.0,,desktop
D007059,Windows,,firefox 55.0,,desktop
D007060,Windows,,firefox 56.0,,desktop
D007061,Windows,,firefox 57.0,,desktop
D007062,Windows,,firefox 58.0,,desktop
D007063,Windows,,firefox 59.0,,desktop
D007064,Windows,,firefox 60.0,,desktop
D007065,Windows,,firefox generic,,desktop
D007066,Windows,,firefox,,desktop
D007067,Windows,,ie 11.0 for desktop,,desktop
D007068,Windows,,opera 49.0,,desktop
D007069,Windows,,opera 51.0,,desktop
D007070,Windows,,opera 52.0,,desktop
D007071,Windows,,opera 53.0,,desktop
D007072,Windows,,opera generic,,desktop
D007073,Windows,,opera,,desktop
D007074,Windows,Linux,chrome generic,1024x768,desktop
D007075,Windows,Linux,chrome generic,1920x1080,desktop
D007076,Windows,Linux,chrome generic,640x360,desktop
D007077,Windows,Windows 10,,1365x768,desktop
D007078,Windows,Windows 10,,1366x767,desktop
D007079,Windows,Windows 10,,1366x768,desktop
D007080,Windows,Windows 10,,1502x844,desktop
D007081,Windows,Windows 10,,1600x900,desktop
D007082,Windows,Windows 10,,1920x1080,desktop
D007083,Windows,Windows 10,chrome 51.0,1366x768,desktop
D007084,Windows,Windows 10,chrome 51.0,1400x1050,desktop
D007085,Windows,Windows 10,chrome 51.0,1680x1050,desktop
D007086,Windows,Windows 10,chrome 51.0,1920x1080,desktop
D007087,Windows,Windows 10,chrome 55.0,1920x1080,desktop
D007088,Windows,Windows 10,chrome 56.0,1280x1024,desktop
D007089,Windows,Windows 10,chrome 56.0,1366x768,desktop
D007090,Windows,Windows 10,chrome 56.0,1440x900,desktop
D007091,Windows,Windows 10,chrome 56.0,1680x1050,desktop
D007092,Windows,Windows 10,chrome 56.0,1920x1080,desktop
D007093,Windows,Windows 10,chrome 57.0,,desktop
D007094,Windows,Windows 10,chrome 57.0,1280x1025,desktop
D007095,Windows,Windows 10,chrome 57.0,1440x900,desktop
D007096,Windows,Windows 10,chrome 57.0,1920x1080,desktop
D007097,Windows,Windows 10,chrome 57.0,1920x1200,desktop
D007098,Windows,Windows 10,chrome 57.0,2049x1152,desktop
D007099,Windows,Windows 10,chrome 58.0,1280x1024,desktop
D007100,Windows,Windows 10,chrome 58.0,1366x768,desktop
D007101,Windows,Windows 10,chrome 58.0,1600x900,desktop
D007102,Windows,Windows 10,chrome 58.0,1920x1080,desktop
D007103,Windows,Windows 10,chrome 58.0,3840x2160,desktop
D007104,Windows,Windows 10,chrome 59.0,,desktop
D007105,Windows,Windows 10,chrome 59.0,1280x1024,desktop
D007106,Windows,Windows 10,chrome 59.0,1366x768,desktop
D007107,Windows,Windows 10,chrome 59.0,1440x900,desktop
D007108,Windows,Windows 10,chrome 59.0,1600x900,desktop
D007109,Windows,Windows 10,chrome 59.0,1680x1050,desktop
D007110,Windows,Windows 10,chrome 59.0,1920x1080,desktop
D007111,Windows,Windows 10,chrome 59.0,1920x1200,desktop
D007112,Windows,Windows 10,chrome 59.0,2736x1824,desktop
D007113,Windows,Windows 10,chrome 60.0,1024x768,desktop
D007114,Windows,Windows 10,chrome 60.0,1280x1024,desktop
D007115,Windows,Windows 10,chrome 60.0,1360x768,desktop
D007116,Windows,Windows 10,chrome 60.0,1366x768,desktop
D007117,Windows,Windows 10,chrome 60.0,1440x900,desktop
D007118,Windows,Windows 10,chrome 60.0,1600x900,desktop
D007119,Windows,Windows 10,chrome 60.0,1680x1050,desktop
D007120,Windows,Windows 10,chrome 60.0,1920x1080,desktop
D007121,Windows,Windows 10,chrome 60.0,1920x1200,desktop
D007122,Windows,Windows 10,chrome 60.0,2048x1152,desktop
D007123,Windows,Windows 10,chrome 60.0,3200x1800,desktop
D007124,Windows,Windows 10,chrome 61.0,1280x1024,desktop
D007125,Windows,Windows 10,chrome 61.0,1280x1025,desktop
D007126,Windows,Windows 10,chrome 61.0,1366x768,desktop
D007127,Windows,Windows 10,chrome 61.0,1440x900,desktop
D007128,Windows,Windows 10,chrome 61.0,1600x1200,desktop
D007129,Windows,Windows 10,chrome 61.0,1600x900,desktop
D007130,Windows,Windows 10,chrome 61.0,1728x972,desktop
D007131,Windows,Windows 10,chrome 61.0,1920x1080,desktop
D007132,Windows,Windows 10,chrome 61.0,1920x1200,desktop
D007133,Windows,Windows 10,chrome 61.0,2160x1440,desktop
D007134,Windows,Windows 10,chrome 62.0,,desktop
D007135,Windows,Windows 10,chrome 62.0,1024x768,desktop
D007136,Windows,Windows 10,chrome 62.0,1152x648,desktop
D007137,Windows,Windows 10,chrome 62.0,1152x864,desktop
D007138,Windows,Windows 10,chrome 62.0,1280x1024,desktop
D007139,Windows,Windows 10,chrome 62.0,1280x1025,desktop
D007140,Windows,Windows 10,chrome 62.0,1280x720,desktop
D007141,Windows,Windows 10,chrome 62.0,1280x768,desktop
D007142,Windows,Windows 10,chrome 62.0,1280x800,desktop
D007143,Windows,Windows 10,chrome 62.0,1280x960,desktop
D007144,Windows,Windows 10,chrome 62.0,1360x768,desktop
D007145,Windows,Windows 10,chrome 62.0,1366x768,desktop
D007146,Windows,Windows 10,chrome 62.0,1400x1050,desktop
D007147,Windows,Windows 10,chrome 62.0,1440x900,desktop
D007148,Windows,Windows 10,chrome 62.0,1536x1152,desktop
D007149,Windows,Windows 10,chrome 62.0,1600x1200,desktop
D007150,Windows,Windows 10,chrome 62.0,1600x900,desktop
D007151,Windows,Windows 10,chrome 62.0,1624x1080,desktop
D007152,Windows,Windows 10,chrome 62.0,1680x1050,desktop
D007153,Windows,Windows 10,chrome 62.0,1728x972,desktop
D007154,Windows,Windows 10,chrome 62.0,1920x1080,desktop
D007155,Windows,Windows 10,chrome 62.0,1920x1200,desktop
D007156,Windows,Windows 10,chrome 62.0,1920x1281,desktop
D007157,Windows,Windows 10,chrome 62.0,2000x1125,desktop
D007158,Windows,Windows 10,chrome 62.0,2048x1152,desktop
D007159,Windows,Windows 10,chrome 62.0,2049x1152,desktop
D007160,Windows,Windows 10,chrome 62.0,2112x1188,desktop
D007161,Windows,Windows 10,chrome 62.0,2160x1440,desktop
D007162,Windows,Windows 10,chrome 62.0,2304x1440,desktop
D007163,Windows,Windows 10,chrome 62.0,2400x1350,desktop
D007164,Windows,Windows 10,chrome 62.0,2560x1080,desktop
D007165,Windows,Windows 10,chrome 62.0,2560x1440,desktop
D007166,Windows,Windows 10,chrome 62.0,2560x1600,desktop
D007167,Windows,Windows 10,chrome 62.0,2736x1824,desktop
D007168,Windows,Windows 10,chrome 62.0,2880x1800,desktop
D007169,Windows,Windows 10,chrome 62.0,3000x2000,desktop
D007170,Windows,Windows 10,chrome 62.0,3200x1800,desktop
D007171,Windows,Windows 10,chrome 62.0,3201x1800,desktop
D007172,Windows,Windows 10,chrome 62.0,3440x1440,desktop
D007173,Windows,Windows 10,chrome 62.0,3441x1440,desktop
D007174,Windows,Windows 10,chrome 62.0,3840x2160,desktop
D007175,Windows,Windows 10,chrome 63.0,,desktop
D007176,Windows,Windows 10,chrome 63.0,1024x768,desktop
D007177,Windows,Windows 10,chrome 63.0,1093x615,desktop
D007178,Windows,Windows 10,chrome 63.0,1152x864,desktop
D007179,Windows,Windows 10,chrome 63.0,1280x1024,desktop
D007180,Windows,Windows 10,chrome 63.0,1280x1025,desktop
D007181,Windows,Windows 10,chrome 63.0,1280x720,desktop
D007182,Windows,Windows 10,chrome 63.0,1280x768,desktop
D007183,Windows,Windows 10,chrome 63.0,1280x800,desktop
D007184,Windows,Windows 10,chrome 63.0,1280x960,desktop
D007185,Windows,Windows 10,chrome 63.0,1360x768,desktop
D007186,Windows,Windows 10,chrome 63.0,1366x768,desktop
D007187,Windows,Windows 10,chrome 63.0,1400x1050,desktop
D007188,Windows,Windows 10,chrome 63.0,1440x900,desktop
D007189,Windows,Windows 10,chrome 63.0,1536x864,desktop
D007190,Windows,Windows 10,chrome 63.0,1600x1200,desktop
D007191,Windows,Windows 10,chrome 63.0,1600x900,desktop
D007192,Windows,Windows 10,chrome 63.0,1680x1050,desktop
D007193,Windows,Windows 10,chrome 63.0,1700x960,desktop
D007194,Windows,Windows 10,chrome 63.0,1720x1440,desktop
D007195,Windows,Windows 10,chrome 63.0,1728x972,desktop
D007196,Windows,Windows 10,chrome 63.0,1760x990,desktop
D007197,Windows,Windows 10,chrome 63.0,1805x1015,desktop
D007198,Windows,Windows 10,chrome 63.0,1824x1026,desktop
D007199,Windows,Windows 10,chrome 63.0,1920x1080,desktop
D007200,Windows,Windows 10,chrome 63.0,1920x1200,desktop
D007201,Windows,Windows 10,chrome 63.0,1920x1280,desktop
D007202,Windows,Windows 10,chrome 63.0,1920x1281,desktop
D007203,Windows,Windows 10,chrome 63.0,2000x1125,desktop
D007204,Windows,Windows 10,chrome 63.0,2048x1152,desktop
D007205,Windows,Windows 10,chrome 63.0,2049x1152,desktop
D007206,Windows,Windows 10,chrome 63.0,2112x1188,desktop
D007207,Windows,Windows 10,chrome 63.0,2160x1440,desktop
D007208,Windows,Windows 10,chrome 63.0,2400x1350,desktop
D007209,Windows,Windows 10,chrome 63.0,2560x1080,desktop
D007210,Windows,Windows 10,chrome 63.0,2560x1440,desktop
D007211,Windows,Windows 10,chrome 63.0,2560x1600,desktop
D007212,Windows,Windows 10,chrome 63.0,2700x1800,desktop
D007213,Windows,Windows 10,chrome 63.0,2736x1824,desktop
D007214,Windows,Windows 10,chrome 63.0,2816x1584,desktop
D007215,Windows,Windows 10,chrome 63.0,2816x1760,desktop
D007216,Windows,Windows 10,chrome 63.0,2880x1620,desktop
D007217,Windows,Windows 10,chrome 63.0,2880x1800,desktop
D007218,Windows,Windows 10,chrome 63.0,3000x2000,desktop
D007219,Windows,Windows 10,chrome 63.0,3200x1800,desktop
D007220,Windows,Windows 10,chrome 63.0,3201x1800,desktop
D007221,Windows,Windows 10,chrome 63.0,3240x2160,desktop
D007222,Windows,Windows 10,chrome 63.0,3360x2100,desktop
D007223,Windows,Windows 10,chrome 63.0,3440x1440,desktop
D007224,Windows,Windows 10,chrome 63.0,3520x1980,desktop
D007225,Windows,Windows 10,chrome 63.0,3840x2160,desktop
D007226,Windows,Windows 10,chrome 63.0,3843x2163,desktop
D007227,Windows,Windows 10,chrome 63.0,4500x3000,desktop
D007228,Windows,Windows 10,chrome 63.0,5760x1080,desktop
D007229,Windows,Windows 10,chrome 63.0,600x450,desktop
D007230,Windows,Windows 10,chrome 63.0,7500x5000,desktop
D007231,Windows,Windows 10,chrome 63.0,768x576,desktop
D007232,Windows,Windows 10,chrome 63.0,800x600,desktop
D007233,Windows,Windows 10,chrome 64.0,,desktop
D007234,Windows,Windows 10,chrome 64.0,1024x768,desktop
D007235,Windows,Windows 10,chrome 64.0,1229x691,desktop
D007236,Windows,Windows 10,chrome 64.0,1280x1024,desktop
D007237,Windows,Windows 10,chrome 64.0,1280x1025,desktop
D007238,Windows,Windows 10,chrome 64.0,1280x720,desktop
D007239,Windows,Windows 10,chrome 64.0,1280x768,desktop
D007240,Windows,Windows 10,chrome 64.0,1280x800,desktop
D007241,Windows,Windows 10,chrome 64.0,1280x960,desktop
D007242,Windows,Windows 10,chrome 64.0,1360x768,desktop
D007243,Windows,Windows 10,chrome 64.0,1366x768,desktop
D007244,Windows,Windows 10,chrome 64.0,1440x900,desktop
D007245,Windows,Windows 10,chrome 64.0,1600x900,desktop
D007246,Windows,Windows 10,chrome 64.0,1680x1050,desktop
D007247,Windows,Windows 10,chrome 64.0,1727x971,desktop
D007248,Windows,Windows 10,chrome 64.0,1728x972,desktop
D007249,Windows,Windows 10,chrome 64.0,1920x1080,desktop
D007250,Windows,Windows 10,chrome 64.0,1920x1200,desktop
D007251,Windows,Windows 10,chrome 64.0,1920x1281,desktop
D007252,Windows,Windows 10,chrome 64.0,2000x1125,desktop
D007253,Windows,Windows 10,chrome 64.0,2048x1152,desktop
D007254,Windows,Windows 10,chrome 64.0,2160x1440,desktop
D007255,Windows,Windows 10,chrome 64.0,2304x1440,desktop
D007256,Windows,Windows 10,chrome 64.0,2400x1350,desktop
D007257,Windows,Windows 10,chrome 64.0,2560x1080,desktop
D007258,Windows,Windows 10,chrome 64.0,2560x1440,desktop
D007259,Windows,Windows 10,chrome 64.0,2560x1600,desktop
D007260,Windows,Windows 10,chrome 64.0,2736x1824,desktop
D007261,Windows,Windows 10,chrome 64.0,2800x1575,desktop
D007262,Windows,Windows 10,chrome 64.0,2880x1620,desktop
D007263,Windows,Windows 10,chrome 64.0,3000x2000,desktop
